,mispelled_words,mispelled_words_frequency
56,"{'didnt', 'oneonone', 'wasnt', 'publicprivate', 'extroverts', 'talksocialized'}",0.0017862459065197975
57,set(),0.0
58,"{'becasue', 'alot', 'activites', 'conseolur', 'conclusioni', 'whilesome', 'comfotable', 'itmight', 'attened', 'counselour', 'beacuse'}",0.0018211920529801326
59,"{'vericle', 'thier', 'sulution', 'eduaction', 'familiy', 'focues', 'gudiance', 'depresion', 'biltin', 'resorse', 'focoues', 'resorce', 'gauidance', 'councelers', 'fouces', 'variovs', 'guidence', 'familys', 'cummunity', 'festration', 'maintan', 'eventhough'}",0.010773751224289911
60,{'didnt'},0.00037979491074819596
61,"{'workand', 'obaut', 'studen', 'anwer', 'explor', 'tecnology', 'ruls', 'examen', 'progant', 'parper', 'schoolto', 'cvlassrooms', 'meny', 'usen', 'oportunity', 'theacher', 'explaint', 'classrom'}",0.010244735344336939
62,"{'doter', 'wii', 'toke', 'anteing', 'dazes', 'genericname'}",0.003006012024048096
63,"{'poblation', 'youre'}",0.0006997900629811056
64,"{'germen', 'negitive', 'sucess', 'expericing', 'bosina', 'fasion', 'disapointing', 'alot', 'catholicorthdox', 'sitution', 'differnt', 'europea', 'belived', 'belives', 'enjoye', 'didnt', 'sucessful', 'chocies', 'depening', 'disaprove', 'graduted', 'hergionvian', 'haning', 'youself', 'succes', 'postive'}",0.011570983533600357
65,"{'conclusuion', 'sciencie', 'knowledgean'}",0.0012185215272136475
66,"{'b', 'pm'}",0.0009078529278256923
67,"{'responsability', 'wedsites', 'wellknown', '21st', 'comunication', 'adittion'}",0.003246753246753247
68,"{'alllow', 'coferencing', 'wounld', 'youre', 'thier', 'sudent'}",0.004654771140418929
69,"{'freind', 'becuase', 'depresed', 'edvise', 'dectect', 'heshe', 'edives', 'givving', 'breakes', 'boyfreind', 'freinds', 'f', 'seriuos', 'bf', 'halpfull', 'somtimes', 'ambaresed', 'alcohal', 'lieng'}",0.014318010550113038
70,"{'didnt', 'acorting', 'prows', 'fineachely', 'sexesfull', 'cnn', 'egucashon', 'finachely'}",0.007246376811594203
71,"{'maked', 'businees', 'personaliity', 'understending', 'becuase', 'experst', 'selfconfidence', 'desicion', 'responable'}",0.0033259423503325942
72,"{'studentname', 'simplification'}",0.001105583195135434
73,"{'dissciocion', 'himher', 'weekness', 'hisher', 'straggle', 'dessicion', 'alcohols'}",0.0032407407407407406
74,"{'dosnt', 'secands', 'seccesful', 'cofe', 'successs', 'bestfriend', 'yuears', 'hisher', 'snthusiasm', 'genericname', 'didnt', 'churchills', 'succesful', 'remenver', 'worrie', 'deciide', 'boisboll', 'thigs', 'peaple', 'withour', 'beisboll', 'gree', 'afil', 'succes'}",0.007863695937090432
75,set(),0.0
76,set(),0.0
77,set(),0.0
78,"{'whith', 'pice', 'alwaysa', 'fueture', 'doesnt', 'adivse', 'expreience', 'stufdf', 'happem', 'closly', 'alwaytake', 'shouldnt'}",0.005961251862891207
79,"{'genericnames', 'guatemala', 'genericname', 'doesnt'}",0.0016253555465258025
80,"{'stessed', 'adukts', 'hearig', 'forchen', 'bordom', 'angery', 'transperations', 'spead', 'mojor', 'happend', 'diffent', 'aultications', 'attendince', 'transpertation', 'privaledge'}",0.0034997666822211854
81,"{'teachervolunteer', 'thomework', 'brothersister', 'funnynice'}",0.0018587360594795538
82,"{'doesnt', '12th'}",0.0015885623510722795
83,{'lubbock'},0.0006557377049180328
84,{'doesnt'},0.000362844702467344
85,set(),0.0
86,"{'airpod', 'airpods', 'expanve', 'alllways', 'everysingle', 'expance', 'teenger', 'stuffclothshoesphone', 'amsad', 'becasue', 'alot', 'differnt', 'founf', 'becuse', 'chrismas', 'exsenve', 'vaule', 'seenk', 'boughting', 'eles', 'rj', 'shouldnt', 'valus', 'knowshe', 'selfreliance', 'selfreiance', 'expernts', 'defin', 'nikefiaadidasjordankd'}",0.007960472138347515
87,"{'cluband', 'uderstading', '5th', 'k12'}",0.001503194287861706
88,"{'didnt', 'changebut', 'thir', 'doesnt'}",0.0037735849056603774
89,"{'adothing', 'proveid', 'examplefood', 'opinionresourses', 'everyonewant', 'adopthed', 'enviroment', 'eigty', 'resourses', 'existsbusinesses', 'difefentlybecause', 'prifi', 'disavantages', 'mineralsor', 'tobut', 'patways', 'benefitspecial'}",0.016175071360608945
90,"{'genericschool', 'genericcity', 'vising'}",0.0013805798435342844
91,"{'probaly', 'f', 'beneficiant', 'easaly', 'experince', 'benficiated'}",0.004484304932735426
92,"{'accion', 'churchiil', 'enthusiam', 'attetion', 'persuit', 'breain', 'becasue', 'examplethat', 'perosn', 'depents', 'churchills', 'accition', 'comig', 'faiure', 'importat', 'stament', 'bewteen', 'enthusiams', 'taht', 'churchil', 'controle', 'importnat', 'gree', 'acction', 'oponion', 'feelas', 'dowm', 'succes', 'rifht'}",0.006262146404664219
93,"{'didnt', 'doesnt', 'recommand', 'incuding', 'confedent', 'wasnt', 'furture'}",0.002507163323782235
94,"{'selfs', 'traying', 'liket', 'beliebe', 'belieb', 'gratest', 'ypour'}",0.0020933014354066986
95,"{'calabasses', 'genericcity', 'payed', 'twentyfive'}",0.0013486176668914363
96,"{'didnt', 'thru', 'beacuase', 'genericschool', 'transfering', 'fougth', 'wasnt', 'workingresposible', 'condifenthard'}",0.0069498069498069494
97,"{'achieveand', 'thirdwe', 'everbecause', 'firstit', 'inactivebecause', 'wroteand', 'lifebecause', 'secondeveryone', 'somethingfor', 'examplefinalize', 'momenttimeor', 'thinksand', 'thinkif'}",0.007518796992481203
98,"{'unpleasure', 'estalishment', 'threatenting', 'awakeness', 'unfortuantely', 'carrried', 'lucikly', 'teenagerss', 'consequense', 'commited', 'controling', 'molarity', 'pm'}",0.0021630615640599003
99,"{'entilded', 'contrustive', 'theyre', 'critization', 'youre', 'myselfstay'}",0.003009027081243731
100,"{'schweitzer', 'orientations'}",0.0005932957579353308
101,"{'schoolsickly', 'classwork', 'bulliedalways'}",0.0011489850631941786
102,"{'fery', 'thier', 'happend', 'vetimans', 'principale', 'chenging', 'souce', 'freshmens', 'mr', 'experince', 'acctualy', 'genericname', 'whaen', 'spaicy', 'schol', 'cheper', 'weakand', 'arguement', 'absotutly', 'htats', 'boodies', 'typers', 'holtes', 'salphamore', 'propername'}",0.004928050463236744
103,set(),0.0
104,"{'collaboratively', 'detirriating', 'openmindedly', 'yearround', 'openminded', 'eventhough', 'detirriation', 'destress', 'daytoday'}",0.002078521939953811
105,"{'judgen', 'youas', 'proffesional', 'selfs', 'appropiated', 'forgat', 'requiered', 'imposible', 'expresssion', 'adecuated', 'atttend', 'dreessed', 'neccessity', 'peopple'}",0.010486891385767791
106,"{'foward', 'didnt', 'referal', 'continusly', 'pacient', 'benifets', 'adidute', 'beacuase', 'aditude', 'ps4', 'acomplish', 'wasnt', 'aditute', 'sheve', 'untill'}",0.007676560900716479
107,"{'f', 'isnt', 'doesnt'}",0.001985440105890139
108,"{'4th', '5th', '7th', '8th', 'zambia'}",0.0011981787682722263
109,set(),0.0
110,"{'diferent', 'laguage', 'charater', 'diffrent', 'languge', 'charteristic', 'pretents', 'alot', 'charcteristic', 'charateristic', 'seing', 'diffrents', 'speical', 'chacteristic', 'chacter', 'atitud', 'charcter', 'inturduce', 'descibe', 'lubbock', 'conterble', 'happeaned', 'descibed'}",0.007343550446998723
111,"{'parttime', 'familys'}",0.0007507507507507507
112,{'ofothers'},0.00033898305084745765
113,"{'clases', 'thier', 'happend', 'wroug', 'borther', 'heathy', 'whight', 'crazey', 'genericname', 'differet', 'famliy', 'lageged', 'unferstand', 'heving', 'understaed', 'religen', 'specal', 'bif', 'engesh', 'belive'}",0.009514747859181731
114,"{'loosing', 'internetwe'}",0.0010828370330265296
115,"{'teachersstudentsemployersemployees', 'nonstressed', 'bedand', 'interviewedshe', 'genericname', 'genericschool', 'genericnamehe', 'himnevertheless', 'genericnameshe', 'continuea', 'itbecause'}",0.003026967528893781
116,"{'exausted', 'didnt', 'caos', 'itshe', 'interupting', 'managmentby', 'youre', 'clases', 'expirience', 'enery', 'cerain', 'exausting', 'managment', 'imagen'}",0.006730769230769231
117,{'exampleangie'},0.0006226650062266501
118,"{'insidethats', 'activitys', 'themdo', 'princpal'}",0.002570694087403599
119,"{'streess', 'thingsbut', 'opotuniry', 'arebecause', 'aesy', 'waht', 'jobso', 'conferencingbecause', 'conferencingstudents', 'stury', 'breakthey', 'homethere', 'classesbecause', 'schoolthey', 'stundents', 'themthey', 'workthey', 'programif', 'studentsstudents', 'badtake', 'inconclution', 'abuot', 'youbut', 'depent', 'homeworkso', 'coferencing', 'responseble', 'welli', 'schoolcan'}",0.018673535093367676
120,{'payed'},0.00041841004184100416
121,"{'alot', '6th', 'incourage'}",0.0013831258644536654
122,"{'enojy', 'didnt', 'intrest', 'toghter', 'disscustions', 'asand', 'contrarie', 'argree'}",0.004728132387706856
123,"{'careerhowever', 'homeworks', 'jod', 'cereer', 'haveba', 'apportunity', 'gread', 'becuase', 'homerwork'}",0.005457853244390539
124,set(),0.0
125,{'doesnt'},0.0010504201680672268
126,"{'afternoon', 'tv', 'peaty'}",0.002025658338960162
127,{'thier'},0.00039308176100628933
128,"{'mathreading', 'serous'}",0.0009174311926605505
129,"{'demostrating', 'aesier', 'moprning', 'afternoon', 'opwn', 'jobsor', 'worring'}",0.003908431044109436
130,"{'problemand', 'gradeand', 'youre', 'statementsuch', 'timesomething', 'ellington'}",0.003051881993896236
131,{'doesnt'},0.00040816326530612246
132,"{'didnt', 'benefice', 'intrdust', 'disided', 'genericnamedidnt', 'becausemore', 'howeverhaving', 'howeverpartisan', 'momis', 'partisanand', 'addishlythe', 'becauseher', 'pertipat', 'wasnt', 'misted', 'concluss', 'genericname'}",0.007407407407407408
133,"{'beging', 'didnt', 'produtive', 'futhermore', 'practeing', 'accompish', 'thier', 'goalily', 'jeffereson', 'puropse'}",0.00784313725490196
134,"{'didnt', 'wasnt'}",0.0008428150021070375
135,"{'responsibilitiesso', 'benefice'}",0.0011904761904761906
136,{'learm'},0.0009900990099009901
137,"{'imaginationthis', 'schweitzer'}",0.0009930486593843098
138,"{'expreance', 'resmay', 'interveiw', 'recordask', 'wahts', 'conterable', 'intervewing', 'hiredand', 'hierd', 'badthings', 'interviwe', 'expriens', 'interveiwing', 'wuold', 'resaymay', 'niceso', 'doning', 'profectionalthey', 'inerviwe', 'wrok', 'chancese', 'drees', 'searouse', 'nervose', 'wrights', 'pratice'}",0.012701514411333659
139,"{'envionment', '10pm'}",0.001759014951627089
140,{'activies'},0.00043402777777777775
141,set(),0.0
142,"{'defenitly', 'electonic', 'tecaher', 'whil', 'tecaheing', 'becuase', 'abiut', 'indepentdently', 'shouldnt', 'reteake', 'tecahers'}",0.002981029810298103
143,{'youre'},0.0005344735435595938
144,"{'bacuese', 'studyhard'}",0.0006611570247933885
145,{'didnt'},0.00040716612377850165
146,"{'somenthing', 'suppceful', 'pisitive', 'importan', 'achive', 'caan', 'beyod'}",0.004055619930475087
147,"{'wouldt', 'theyre'}",0.0008536064874093043
148,set(),0.0
149,"{'didnt', 'ellington'}",0.001430615164520744
150,"{'becasue', 'paceyou', 'familiesand', 'schoolworking', 'intrenet', 'recommed', 'balacing'}",0.003109729009329187
151,"{'successed', 'carrer', 'wroking', 'achievment'}",0.0015122873345935729
152,"{'loosing', 'differents'}",0.0014094432699083862
153,"{'advange', 'doesnt'}",0.0010131712259371835
154,"{'conclution', 'everyoneand', 'addressnews', 'benefic', 'camaras', 'inportant', 'divice', 'axemple', 'classwork', 'programthat'}",0.003257328990228013
155,"{'posivity', 'postivity', 'didnt', 'f', 'youtubers', 'concerdation', 'theyre', 'schweitzer', 'influencers'}",0.0023237800154918666
156,"{'didnt', 'theyre'}",0.00145985401459854
157,"{'afternoon', 'didnt', 'shouldnt'}",0.0016759776536312849
158,set(),0.0
159,"{'stilll', 'genericname', 'telll'}",0.001869158878504673
160,"{'familes', 'thst', 'accommplish', 'shyand', 'lincol', 'acommplish'}",0.0024489795918367346
161,"{'secondpeople', 'firstto', 'personbut', 'rowling', 'jk', 'downand', 'siresand', 'successfuland', 'publishedbut', 'sires'}",0.006246096189881324
162,{'tv'},0.00045829514207149406
163,"{'youre', 'isnt', 'doesnt'}",0.0010830324909747292
164,"{'barey', 'didnt', 'talentskill', 'youre'}",0.0018248175182481751
165,{'theyre'},0.0006565988181221273
166,"{'auderstant', 'becuase', 'offter', '1and'}",0.0032076984763432237
167,"{'detail3', 'detail2', 'facs', 'cybertron', 'detail1'}",0.001723543605653223
168,"{'metier', 'positiveness', 'himher', 's'}",0.0008310824849366299
169,"{'porposes', 'carreer', 'pround', 'imformacion', 'greates', 'oportunities', 'cumply', 'batalle', 'magnific', 'othetr', 'semething', 'amaizing'}",0.005422503389064619
170,"{'wasnt', 'attension', 'intertain'}",0.003537735849056604
171,"{'assome', 'consideredsuch', 'howeversometimes', 'conclusionfor', 'examplesome', 'examplethe', 'additionwould', 'conclusionall', 'alsochanging', 'allsome', 'examplethat', 'ideabut', 'energic', 'conclusionthe', 'cafeterias', 'althoug', 'affectingthe', 'handthere'}",0.006512301013024602
172,{'andor'},0.0003160556257901391
173,{'negativethey'},0.0008547008547008547
174,"{'shouldnt', 'theyre', 'dancethey'}",0.0011320754716981133
175,"{'emersons', 'accomplisment', 'accomplisments', 'benefitsfor', 'othes'}",0.002387774594078319
176,"{'resistence', 'genericcity', 'genericname'}",0.002347417840375587
177,"{'didnt', 'knowldge', 'proccess', 'necessitys'}",0.00234192037470726
178,"{'persuare', 'everybodyr', 'aproximatein', 'fotr', 'keed', 'estudy', 'successf', 'pron', 'everyto'}",0.00782608695652174
179,"{'teacheres', 'explane', 'tooke', 'acidemic', 'normaly', 'ninde', 'becauses', 'incress', 'expirement', 'automaticly', 'schedual', 'movei', 'persont', 'othere', 'genericname'}",0.007894736842105263
180,{'studentname'},0.0033783783783783786
181,"{'studnet', 'wnated', 'thair', 'oportunities', 'amke', 'opcion', 'riquiered', 'studen', 'graduatio', 'becide', 'problemes', 'prolems', 'colllege', 'wnat', 'becuse', 'f', 'soame', 'importan', 'imporatn', 'likeclasses', 'opcional', 'tride', 'requiered', 'inconclusion', 'belive'}",0.008976660682226212
182,{'studentname'},0.001091703056768559
183,"{'p', 'itd', 'isnt'}",0.0010463899546564353
184,"{'payed', 'outiside', 'dipoma', 'embarassment', 'eduacation'}",0.0021710811984368217
185,"{'desided', 'posobility', 'ignor', 'selfphone', 'educarion', 'themsellve', 'sudents', 'skiping'}",0.007511737089201878
186,"{'donethen', 'somethingbecause'}",0.0037105751391465678
187,{'didnt'},0.0003633720930232558
188,"{'occassions', 'didnt', 'literlly', 'makup', 'religous', 'maembers', 'photshoping', 'cyberbulling', 'inpropreate', 'satying', 'restaurante'}",0.004592901878914405
189,"{'wealthiness', 'isnt', 'doesnt'}",0.0009693053311793214
190,"{'sacrifed', 'intul', 'inpossible', 'succesfull', 'hoobies', 'oportunities', 'responsabilities', 'besed', 'becuase', 'coment', 'succecful', 'succes', 'becuse', 'deservet'}",0.005206396429899591
191,"{'thery', 'awsome', 'alot', 'offten', 'wich', 'exersise', 'teaacher', 'exersice', 'anoying', 'soccerbaseballtrack'}",0.0050150451354062184
192,set(),0.0
193,{'genericname'},0.0004297378599054577
194,"{'intersting', 'responsability', 'discovere', 'hisher', 'schoolthose', 'opportunites', 'porcess', 'herhis', 'responsabilitys', 'adultd', 'relly'}",0.0021350931677018635
195,"{'internate', 'didnt', 'lough', 'heshe', 'acsses', 'activites', 'socond', 'himher', 'particpate', 'hisher', 'attenition', 'classwork', 'shouldnt', 'kownleage'}",0.004845967462789893
196,{'didnt'},0.0008680555555555555
197,set(),0.0
198,"{'hte', 'bt'}",0.0020181634712411706
199,"{'studentname', 'doesnt', 'heshe'}",0.0011609907120743034
200,"{'loundry', 'homeworks', 'wll', 'afect', 'stessfull', 'diches', 'stressfull', 'becase', 'anothers', 'reponsible', 'schooil'}",0.003179190751445087
201,"{'genericnames', 'genericname'}",0.0005825808330905913
202,"{'acb', 'vincible', 'axc'}",0.0014044943820224719
203,set(),0.0
204,"{'aligick', 'peryfically', 'pertfecty', 'peoplestudents', 'werid', 'perfeshonal', 'alergys', 'studnets', 'studentsand', 'causeing', 'genericname'}",0.005193578847969783
205,"{'arquitec', 'ourselfs', 'nathing', 'essy'}",0.0017953321364452424
206,"{'themselfs', 'foucs', 'learnig', 'finsh', 'clases', 'inconclusion', 'anyother', 'libary', 'breakes'}",0.006122448979591836
207,{'rememberedthat'},0.0004185851820845542
208,"{'bettter', 'shool', 'bacuse', 'stuied', 'studyng', 'gratuated', 'studing', 'ttwo', 'whenhim', 'pleople', 'oportunity', 'beacuse'}",0.008733624454148471
209,set(),0.0
210,"{'emersons', 'eccept', 'dosent', 'statment', 'genericname'}",0.0048543689320388345
211,{'afternoon'},0.00039541320680110717
212,set(),0.0
213,"{'valide', 'lubbock', 'influeces', 'politian', 'decesion', 'bringe', 'influiences', 'characher'}",0.004381161007667032
214,"{'lubbock', 'theyre', 'youre', 'isnt', 'shouldnt'}",0.0017743080198722497
215,"{'frineds', 'andor'}",0.0016051364365971107
216,"{'isnt', 'theyre', 'stonger', 'nutrisous'}",0.002190580503833516
217,"{'theyre', 'junkfood'}",0.0010643959552953698
218,"{'inconclousion', 'wroth'}",0.001638001638001638
219,"{'borad', 'beachs', 'th', 'virgina'}",0.0018058690744920992
220,"{'didnt', 'nieve', 'doesnt', 'especailly', 'minuteshoursdaysmonths', 'impossbile', 'satistfaction'}",0.005555555555555556
221,"{'emersons', 'didnt', 'wasnt', 'genericschool'}",0.0015552099533437014
222,"{'cristiano', 'payed', 'ronaldo'}",0.001671309192200557
223,"{'lubbock', 'disageer'}",0.0012360939431396785
224,set(),0.0
225,"{'didnt', 'theyre'}",0.001892147587511826
226,"{'achiving', 'privilages', 'challege', 'beliving', 'whlie', 'yhour', 'achive', 'challage', 'planty', 'belive'}",0.004914004914004914
227,"{'statementbecause', 'tney', 'jod', 'becouse', 'friendsbecouse', 'youcant', 'lyan', 'youare', 'lefe', 'trate', 'suscive', 'familyfrirndsgirfriend', 'caund'}",0.006959314775160599
228,"{'exampleif', 'wich', 'ecucators', 'vacatios', 'relast'}",0.004887585532746823
229,"{'communicateand', 'thingshelps', 'thinkable', 'organizedthinkable', 'lastreason', 'flashcardsreading', 'seriouslyand', 'againwatching', 'programis', 'daywhere', 'turturiols', 'timeand', 'organizedit'}",0.002387950036737693
230,"{'countrys', 'doset', 'genericcity'}",0.0017574692442882249
231,set(),0.0
232,"{'didnt', 'beggining', 'nessecarly'}",0.0007686395080707148
233,"{'computersmonitorstablets', 'estudents', 'paperswater', 'shose'}",0.004268943436499467
234,"{'theyre', 'relaxs'}",0.0007448789571694599
235,"{'desaggres', 'anothers', 'schweitzer', 'persongood'}",0.0013750429700928155
236,{'examplemy'},0.00040032025620496394
237,"{'didnt', 'studentsit', 'theyre', 'youre', 'selfesteem', 'wse'}",0.0016185594820609657
238,"{'anydebitos', 'diferent', 'jod', 'pleople', 'soometimes', 'somenthing', 'alot', 'peolpe', 'genericname', 'econom', 'finalcially', 'livi', 'doevething', 'hte', 'everething', 'whta', 'palce', 'evething', 'choises', 'firts'}",0.0129366106080207
239,"{'mony', 'opportunely', 'shool'}",0.0012259910093992644
240,"{'slipperyand', 'conclusionschools', 'theyre', 'homeand', 'collegesuniversities'}",0.0028042624789680315
241,{'genericname'},0.0005402485143165856
242,"{'hardand', 'collagegraduate', 'thingsand', 'doingand', 'talkand', 'worldor', 'moreand', 'someoneand', 'upsucceed'}",0.004021447721179625
243,set(),0.0
244,"{'basquelbal', 'fotbool'}",0.0011092623405435386
245,{'afternoon'},0.00043572984749455336
246,"{'planed', 'planedwhat', 'worksheetquizzes', 'periodsummer', 'daysthey'}",0.001988862370723946
247,set(),0.0
248,"{'didnt', 'jget', 'becuase', 'usaly', 'genericschool', 'pelase', 'mrs', 'becuse', 'genericname'}",0.0033100404560500183
249,{'doesnt'},0.0005449591280653951
250,"{'fortnite', 'tetris', '30s', 'roblox'}",0.002129925452609159
251,"{'certen', 'mr', 'wrighting', 'searchs'}",0.0027529249827942187
252,"{'excercise', 'isnt', 'youre'}",0.0019120458891013384
253,"{'didnt', 'mc', 'oportunities', 'donalds', 'genericname'}",0.0022055580061755625
254,"{'controlcheck', 'secondto', 'desagreebecause', 'participe', 'estudent', 'quastions', 'againg', 'healthto'}",0.007434944237918215
255,set(),0.0
256,"{'shouldnt', 'theyre', 'isnt'}",0.001514386673397274
257,"{'healthso', 'characterspending'}",0.001135718341851221
258,"{'ib', 'technologybased', 'expierence', 'genericschool', 'evergrowing'}",0.001233654083395016
259,"{'emersons', 'didnt', 'alot', 'plaiying', '10th', 'fortnite', 'tv', 'usaually', 'wih'}",0.003789473684210526
260,"{'knowhere', 'neverless', 'themselved', 'jeffersom', 'thingthere'}",0.001997602876548142
261,"{'emersons', 'personalitys', 'lifeconnecting', 'clothesshoes', 'beuty', 'deppressed', 'commite', 'yourslef', 'shouldnt', 'wasnt'}",0.003586800573888092
262,"{'cather', 'prompte', 'genericcity', 'd', 'jrotc', 'every6'}",0.001876759461995621
263,"{'summersor', 'becuase'}",0.0006978367062107466
264,"{'emersons', 'dosent', 'exampleyou', 'hopedont', 'automacilly', 'workkeep', 'lifebut', 'handyou', 'brainyou', 'typ'}",0.001822489520685256
265,{'genericschool'},0.0004807692307692308
266,"{'selfacceptation', 'diferent', 'introverts', 'waldos', 'fantacy', 'whowever', 'afected', 'reallity', 'identificated', 'successfull', 'themslves', 'diretion', 'easly', 'belive', 'importar'}",0.007602635580334516
267,{'theyre'},0.00036603221083455345
268,"{'youre', 'doesnt'}",0.0012391573729863693
269,"{'yearround', 's'}",0.0010845986984815619
